HEAD_0, HEAD_1, HEAD_2, HEAD_3
-45.959999, 300.649994, 15451.000000, -14971.000000
-46.419998, 300.459991, 15674.000000, -14972.000000
-46.869999, 300.269989, 15896.000000, -14973.000000
-47.330002, 300.089996, 16121.000000, -14973.000000
-47.790001, 299.890015, 16351.000000, -14973.000000
-48.240002, 299.700012, 16581.000000, -14972.000000
-48.689999, 299.489990, 16813.000000, -14970.000000
-49.150002, 299.290009, 17051.000000, -14968.000000
-49.610001, 299.089996, 17288.000000, -14964.000000
-50.060001, 298.880005, 17527.000000, -14961.000000
-50.509998, 298.660004, 17769.000000, -14958.000000
-50.970001, 298.450012, 18014.000000, -14953.000000
-51.419998, 298.230011, 18260.000000, -14948.000000
-51.869999, 298.010010, 18509.000000, -14940.000000
-52.330002, 297.779999, 18760.000000, -14932.000000
-52.779999, 297.549988, 19014.000000, -14922.000000
-53.230000, 297.309998, 19271.000000, -14910.000000
-53.689999, 297.079987, 19529.000000, -14896.000000
-54.130001, 296.829987, 19786.000000, -14883.000000
-54.580002, 296.589996, 20050.000000, -14868.000000
-55.040001, 296.329987, 20317.000000, -14850.000000
-55.480000, 296.070007, 20582.000000, -14831.000000
-55.939999, 295.809998, 20852.000000, -14810.000000
-56.380001, 295.540009, 21121.000000, -14786.000000
-56.830002, 295.269989, 21395.000000, -14760.000000
-57.279999, 294.980011, 21667.000000, -14731.000000
-57.720001, 294.700012, 21941.000000, -14701.000000
-58.169998, 294.410004, 22219.000000, -14668.000000
-58.619999, 294.109985, 22498.000000, -14633.000000
-59.060001, 293.799988, 22780.000000, -14596.000000
-59.509998, 293.489990, 23062.000000, -14555.000000
-59.950001, 293.170013, 23347.000000, -14512.000000
-60.400002, 292.839996, 23632.000000, -14465.000000
-60.840000, 292.510010, 23920.000000, -14415.000000
-61.279999, 292.160004, 24204.000000, -14363.000000
-61.720001, 291.809998, 24494.000000, -14306.000000
-62.160000, 291.450012, 24783.000000, -14248.000000
-62.599998, 291.079987, 25073.000000, -14186.000000
-63.040001, 290.700012, 25364.000000, -14121.000000
-63.470001, 290.299988, 25656.000000, -14051.000000
-63.910000, 289.899994, 25950.000000, -13978.000000
-64.349998, 289.480011, 26244.000000, -13901.000000
-64.790001, 289.049988, 26539.000000, -13820.000000
-65.220001, 288.619995, 26830.000000, -13736.000000
-65.650002, 288.160004, 27127.000000, -13646.000000
-66.080002, 287.690002, 27420.000000, -13554.000000
-66.510002, 287.209991, 27715.000000, -13457.000000
-66.940002, 286.709991, 28010.000000, -13355.000000
-67.370003, 286.200012, 28302.000000, -13249.000000
-67.790001, 285.660004, 28599.000000, -13137.000000
-68.220001, 285.109985, 28890.000000, -13022.000000
-68.639999, 284.540009, 29183.000000, -12902.000000
-69.059998, 283.950012, 29476.000000, -12776.000000
-69.470001, 283.329987, 29765.000000, -12646.000000
-69.900002, 282.700012, 30058.000000, -12510.000000
-70.309998, 282.029999, 30349.000000, -12367.000000
-70.720001, 281.339996, 30636.000000, -12221.000000
-71.129997, 280.630005, 30926.000000, -12066.000000
-71.540001, 279.890015, 31213.000000, -11906.000000
-71.940002, 279.119995, 31496.000000, -11742.000000
-72.339996, 278.309998, 31782.000000, -11568.000000
-72.739998, 277.470001, 32065.000000, -11388.000000
-73.129997, 276.589996, 32344.000000, -11203.000000
-73.519997, 275.679993, 32622.000000, -11009.000000
-73.910004, 274.720001, 32901.000000, -10806.000000
-74.290001, 273.720001, 33177.000000, -10595.000000
-74.669998, 272.670013, 33450.000000, -10376.000000
-75.040001, 271.570007, 33723.000000, -10147.000000
-75.410004, 270.420013, 33992.000000, -9909.000000
-75.779999, 269.209991, 34261.000000, -9660.000000
-76.129997, 267.950012, 34524.000000, -9402.000000
-76.480003, 266.619995, 34787.000000, -9133.000000
-76.830002, 265.220001, 35047.000000, -8852.000000
-77.160004, 263.750000, 35305.000000, -8559.000000
-77.489998, 262.200012, 35561.000000, -8252.000000
-77.800003, 260.589996, 35811.000000, -7936.000000
-78.120003, 258.880005, 36062.000000, -7602.000000
-78.410004, 257.089996, 36309.000000, -7255.000000
-78.699997, 255.210007, 36553.000000, -6891.000000
-78.970001, 253.240005, 36793.000000, -6516.000000
-79.239998, 251.169998, 37032.000000, -6123.000000
-79.489998, 249.000000, 37268.000000, -5715.000000
-79.720001, 246.729996, 37500.000000, -5294.000000
-79.940002, 244.369995, 37728.000000, -4862.000000
-80.139999, 241.910004, 37954.000000, -4414.000000
-80.320000, 239.350006, 38176.000000, -3955.000000
-80.480003, 236.699997, 38396.000000, -3487.000000
-80.629997, 233.970001, 38612.000000, -3009.000000
-80.750000, 231.160004, 38825.000000, -2530.000000
-80.849998, 228.279999, 39034.000000, -2048.000000
-80.930000, 225.339996, 39240.000000, -1568.000000
-80.980003, 222.369995, 39443.000000, -1095.000000
-81.010002, 219.369995, 39641.000000, -631.000000
-81.019997, 216.350006, 39836.000000, -182.000000
-81.010002, 213.339996, 40028.000000, 249.000000
-80.970001, 210.339996, 40216.000000, 659.000000
-80.900002, 207.380005, 40401.000000, 1045.000000
-80.809998, 204.470001, 40583.000000, 1401.000000
-80.709999, 201.619995, 40758.000000, 1733.000000
-80.580002, 198.839996, 40933.000000, 2032.000000
-80.419998, 196.130005, 41104.000000, 2298.000000
-80.250000, 193.520004, 41270.000000, 2534.000000
-80.059998, 191.000000, 41433.000000, 2741.000000
-79.860001, 188.580002, 41591.000000, 2918.000000
-79.629997, 186.250000, 41747.000000, 3063.000000
-79.389999, 184.020004, 41900.000000, 3181.000000
-79.139999, 181.899994, 42047.000000, 3275.000000
-78.870003, 179.869995, 42194.000000, 3340.000000
-78.589996, 177.929993, 42334.000000, 3388.000000
-78.290001, 176.089996, 42473.000000, 3408.000000
-77.989998, 174.330002, 42608.000000, 3411.000000
-77.680000, 172.660004, 42737.000000, 3398.000000
-77.360001, 171.070007, 42863.000000, 3370.000000
-77.029999, 169.550003, 42985.000000, 3328.000000
-76.690002, 168.119995, 43103.000000, 3272.000000
-76.339996, 166.750000, 43219.000000, 3198.000000
-75.989998, 165.449997, 43330.000000, 3117.000000
-75.629997, 164.199997, 43438.000000, 3024.000000
-75.260002, 163.020004, 43543.000000, 2921.000000
-74.900002, 161.889999, 43643.000000, 2811.000000
-74.519997, 160.809998, 43741.000000, 2692.000000
-74.139999, 159.779999, 43835.000000, 2564.000000
-73.760002, 158.800003, 43925.000000, 2432.000000
-73.370003, 157.850006, 44011.000000, 2294.000000
-72.970001, 156.949997, 44093.000000, 2152.000000
-72.580002, 156.089996, 44171.000000, 2007.000000
-72.190002, 155.270004, 44246.000000, 1855.000000
-71.779999, 154.470001, 44318.000000, 1696.000000
-71.370003, 153.710007, 44387.000000, 1534.000000
-70.970001, 152.979996, 44451.000000, 1370.000000
-70.550003, 152.270004, 44513.000000, 1200.000000
-70.150002, 151.600006, 44570.000000, 1032.000000
-69.730003, 150.949997, 44623.000000, 859.000000
-69.309998, 150.320007, 44674.000000, 681.000000
-68.889999, 149.720001, 44721.000000, 501.000000
-68.470001, 149.130005, 44764.000000, 325.000000
-68.050003, 148.570007, 44803.000000, 143.000000
-67.620003, 148.020004, 44840.000000, -43.000000
-67.199997, 147.500000, 44872.000000, -228.000000
-66.769997, 146.990005, 44901.000000, -417.000000
-66.339996, 146.500000, 44926.000000, -608.000000
-65.910004, 146.020004, 44948.000000, -800.000000
-65.480003, 145.550003, 44966.000000, -990.000000
-65.040001, 145.110001, 44981.000000, -1186.000000
-64.620003, 144.669998, 44992.000000, -1379.000000
-64.180000, 144.250000, 44999.000000, -1576.000000
-63.740002, 143.839996, 45003.000000, -1775.000000
-63.299999, 143.440002, 45003.000000, -1973.000000
-62.869999, 143.050003, 44999.000000, -2173.000000
-62.430000, 142.669998, 44992.000000, -2373.000000
-61.990002, 142.300003, 44982.000000, -2575.000000
-61.540001, 141.949997, 44967.000000, -2779.000000
-61.110001, 141.600006, 44950.000000, -2980.000000
-60.660000, 141.259995, 44928.000000, -3185.000000
-60.220001, 140.919998, 44903.000000, -3387.000000
-59.779999, 140.600006, 44874.000000, -3593.000000
-59.330002, 140.279999, 44842.000000, -3800.000000
-58.889999, 139.979996, 44806.000000, -4007.000000
-58.439999, 139.669998, 44766.000000, -4215.000000
-58.000000, 139.380005, 44722.000000, -4424.000000
-57.549999, 139.089996, 44675.000000, -4631.000000
-57.110001, 138.800003, 44624.000000, -4840.000000
-56.650002, 138.520004, 44568.000000, -5052.000000
-56.209999, 138.250000, 44510.000000, -5261.000000
-55.759998, 137.979996, 44447.000000, -5474.000000
-55.310001, 137.729996, 44381.000000, -5684.000000
-54.860001, 137.470001, 44310.000000, -5897.000000
-54.410000, 137.220001, 44237.000000, -6108.000000
-53.959999, 136.970001, 44159.000000, -6322.000000
-53.509998, 136.729996, 44076.000000, -6537.000000
-53.049999, 136.490005, 43991.000000, -6751.000000
-52.610001, 136.259995, 43902.000000, -6962.000000
-52.150002, 136.029999, 43809.000000, -7177.000000
-51.700001, 135.800003, 43711.000000, -7392.000000
-51.250000, 135.589996, 43609.000000, -7608.000000
-50.790001, 135.369995, 43503.000000, -7823.000000
-50.340000, 135.149994, 43394.000000, -8039.000000
-49.889999, 134.949997, 43280.000000, -8255.000000
-49.430000, 134.729996, 43161.000000, -8474.000000
-48.970001, 134.529999, 43039.000000, -8690.000000
-48.520000, 134.330002, 42914.000000, -8905.000000
-48.070000, 134.130005, 42784.000000, -9121.000000
-47.610001, 133.940002, 42648.000000, -9340.000000
-47.150002, 133.740005, 42511.000000, -9556.000000
-46.700001, 133.550003, 42369.000000, -9772.000000
-46.240002, 133.369995, 42221.000000, -9991.000000
-45.790001, 133.179993, 42072.000000, -10207.000000
-45.330002, 133.000000, 41915.000000, -10425.000000
-44.869999, 132.820007, 41757.000000, -10640.000000
-44.410000, 132.639999, 41593.000000, -10858.000000
-43.959999, 132.460007, 41427.000000, -11072.000000
-43.500000, 132.289993, 41254.000000, -11290.000000
-43.040001, 132.119995, 41077.000000, -11508.000000
-42.580002, 131.949997, 40898.000000, -11723.000000
-42.119999, 131.779999, 40712.000000, -11940.000000
-41.660000, 131.619995, 40522.000000, -12157.000000
-41.200001, 131.449997, 40328.000000, -12372.000000
-40.750000, 131.289993, 40133.000000, -12584.000000
-40.290001, 131.130005, 39931.000000, -12799.000000
-39.830002, 130.979996, 39724.000000, -13013.000000
-39.360001, 130.820007, 39513.000000, -13228.000000
-38.900002, 130.660004, 39298.000000, -13441.000000
-38.439999, 130.509995, 39078.000000, -13654.000000
-37.980000, 130.360001, 38855.000000, -13867.000000
-37.529999, 130.199997, 38631.000000, -14074.000000
-37.070000, 130.050003, 38399.000000, -14284.000000
-36.610001, 129.910004, 38163.000000, -14494.000000
-36.150002, 129.770004, 37923.000000, -14703.000000
-35.680000, 129.619995, 37675.000000, -14914.000000
-35.220001, 129.479996, 37426.000000, -15121.000000
-34.759998, 129.330002, 37173.000000, -15328.000000
-34.290001, 129.190002, 36916.000000, -15534.000000
-33.830002, 129.050003, 36655.000000, -15738.000000
-33.369999, 128.910004, 36390.000000, -15941.000000
-32.910000, 128.770004, 36122.000000, -16143.000000
-32.450001, 128.630005, 35849.000000, -16343.000000
-31.980000, 128.500000, 35567.000000, -16547.000000
-31.520000, 128.369995, 35285.000000, -16745.000000
-31.059999, 128.229996, 35000.000000, -16942.000000
-30.600000, 128.100006, 34711.000000, -17139.000000
-30.139999, 127.970001, 34417.000000, -17334.000000
-29.670000, 127.839996, 34115.000000, -17531.000000
-29.209999, 127.699997, 33815.000000, -17722.000000
-28.750000, 127.580002, 33510.000000, -17912.000000
-28.280001, 127.449997, 33197.000000, -18104.000000
-27.820000, 127.320000, 32885.000000, -18291.000000
-27.360001, 127.199997, 32569.000000, -18477.000000
-26.889999, 127.070000, 32243.000000, -18665.000000
-26.430000, 126.949997, 31919.000000, -18848.000000
-25.959999, 126.820000, 31586.000000, -19033.000000
-25.500000, 126.699997, 31256.000000, -19212.000000
-25.040001, 126.570000, 30922.000000, -19389.000000
-24.570000, 126.449997, 30579.000000, -19567.000000
-24.110001, 126.330002, 30238.000000, -19741.000000
-23.639999, 126.199997, 29887.000000, -19917.000000
-23.180000, 126.089996, 29538.000000, -20087.000000
-22.709999, 125.959999, 29180.000000, -20259.000000
-22.250000, 125.839996, 28825.000000, -20426.000000
-21.780001, 125.730003, 28460.000000, -20594.000000
-21.320000, 125.610001, 28099.000000, -20757.000000
-20.850000, 125.489998, 27728.000000, -20920.000000
-20.379999, 125.370003, 27354.000000, -21081.000000
-19.920000, 125.260002, 26983.000000, -21237.000000
-19.450001, 125.139999, 26603.000000, -21395.000000
-18.990000, 125.019997, 26225.000000, -21547.000000
-18.520000, 124.910004, 25838.000000, -21701.000000
-18.049999, 124.800003, 25447.000000, -21852.000000
-17.590000, 124.680000, 25061.000000, -21998.000000
-17.120001, 124.559998, 24667.000000, -22144.000000
-16.660000, 124.449997, 24275.000000, -22285.000000
-16.190001, 124.339996, 23875.000000, -22427.000000
-15.720000, 124.230003, 23471.000000, -22567.000000
-15.260000, 124.110001, 23071.000000, -22701.000000
-14.790000, 124.000000, 22661.000000, -22837.000000
-14.330000, 123.889999, 22249.000000, -22970.000000
-13.860000, 123.769997, 21834.000000, -23100.000000
-13.400000, 123.660004, 21425.000000, -23226.000000
-12.930000, 123.550003, 21006.000000, -23351.000000
-12.460000, 123.449997, 20584.000000, -23474.000000
-12.000000, 123.339996, 20167.000000, -23592.000000
-11.530000, 123.220001, 19741.000000, -23710.000000
-11.060000, 123.110001, 19312.000000, -23826.000000
-10.590000, 123.000000, 18880.000000, -23939.000000
-10.130000, 122.889999, 18453.000000, -24048.000000
-9.660000, 122.779999, 18018.000000, -24156.000000
-9.190000, 122.669998, 17582.000000, -24262.000000
-8.720000, 122.559998, 17143.000000, -24365.000000
-8.260000, 122.459999, 16710.000000, -24463.000000
-7.790000, 122.349998, 16267.000000, -24561.000000
-7.330000, 122.239998, 15822.000000, -24657.000000
-6.860000, 122.129997, 15375.000000, -24750.000000
-6.390000, 122.019997, 14926.000000, -24840.000000
-5.930000, 121.910004, 14482.000000, -24927.000000
-5.460000, 121.800003, 14031.000000, -25012.000000
-4.990000, 121.699997, 13578.000000, -25095.000000
-4.520000, 121.589996, 13123.000000, -25175.000000
-4.050000, 121.480003, 12667.000000, -25252.000000
-3.580000, 121.379997, 12209.000000, -25327.000000
-3.120000, 121.269997, 11756.000000, -25398.000000
-2.650000, 121.160004, 11295.000000, -25467.000000
-2.190000, 121.050003, 10831.000000, -25534.000000
-1.720000, 120.949997, 10368.000000, -25599.000000
-1.250000, 120.839996, 9903.000000, -25660.000000
-0.780000, 120.730003, 9438.000000, -25719.000000
-0.310000, 120.620003, 8971.000000, -25775.000000
0.140000, 120.519997, 8510.000000, -25828.000000
0.610000, 120.410004, 8040.000000, -25879.000000
1.080000, 120.300003, 7569.000000, -25927.000000
1.550000, 120.199997, 7097.000000, -25973.000000
2.020000, 120.089996, 6623.000000, -26016.000000
2.480000, 119.980003, 6150.000000, -26056.000000
2.950000, 119.879997, 5676.000000, -26093.000000
3.410000, 119.769997, 5209.000000, -26127.000000
3.880000, 119.660004, 4734.000000, -26158.000000
4.350000, 119.550003, 4257.000000, -26187.000000
4.820000, 119.449997, 3780.000000, -26214.000000
5.290000, 119.339996, 3301.000000, -26237.000000
5.760000, 119.230003, 2821.000000, -26257.000000
6.230000, 119.129997, 2341.000000, -26275.000000
6.700000, 119.019997, 1862.000000, -26290.000000
7.160000, 118.910004, 1391.000000, -26302.000000
7.630000, 118.800003, 910.000000, -26312.000000
8.090000, 118.690002, 429.000000, -26318.000000
8.560000, 118.580002, -51.000000, -26322.000000
9.030000, 118.480003, -534.000000, -26323.000000
9.500000, 118.370003, -1017.000000, -26320.000000
9.970000, 118.260002, -1501.000000, -26315.000000
10.430000, 118.150002, -1975.000000, -26308.000000
10.900000, 118.040001, -2457.000000, -26297.000000
11.370000, 117.919998, -2939.000000, -26283.000000
11.840000, 117.809998, -3421.000000, -26266.000000
12.300000, 117.699997, -3903.000000, -26247.000000
12.770000, 117.589996, -4386.000000, -26224.000000
13.230000, 117.480003, -4861.000000, -26198.000000
13.700000, 117.379997, -5345.000000, -26169.000000
14.170000, 117.260002, -5827.000000, -26138.000000
14.640000, 117.150002, -6308.000000, -26103.000000
15.110000, 117.040001, -6789.000000, -26065.000000
15.580000, 116.919998, -7269.000000, -26024.000000
16.040001, 116.809998, -7741.000000, -25981.000000
16.510000, 116.699997, -8221.000000, -25934.000000
16.980000, 116.589996, -8700.000000, -25884.000000
17.450001, 116.470001, -9179.000000, -25830.000000
17.910000, 116.349998, -9650.000000, -25775.000000
18.379999, 116.239998, -10127.000000, -25715.000000
18.840000, 116.129997, -10602.000000, -25653.000000
19.309999, 116.010002, -11076.000000, -25587.000000
19.780001, 115.889999, -11550.000000, -25518.000000
20.240000, 115.769997, -12015.000000, -25447.000000
20.709999, 115.660004, -12486.000000, -25371.000000
21.180000, 115.540001, -12957.000000, -25292.000000
21.650000, 115.419998, -13428.000000, -25210.000000
22.110001, 115.300003, -13889.000000, -25126.000000
22.580000, 115.180000, -14354.000000, -25037.000000
23.049999, 115.059998, -14818.000000, -24946.000000
23.510000, 114.940002, -15273.000000, -24853.000000
23.980000, 114.820000, -15734.000000, -24754.000000
24.450001, 114.699997, -16194.000000, -24653.000000
24.910000, 114.580002, -16644.000000, -24549.000000
25.379999, 114.449997, -17101.000000, -24441.000000
25.840000, 114.330002, -17556.000000, -24330.000000
26.299999, 114.199997, -18000.000000, -24217.000000
26.770000, 114.080002, -18448.000000, -24099.000000
27.230000, 113.949997, -18887.000000, -23981.000000
27.700001, 113.820000, -19331.000000, -23857.000000
28.170000, 113.699997, -19773.000000, -23729.000000
28.629999, 113.570000, -20205.000000, -23600.000000
29.100000, 113.440002, -20642.000000, -23466.000000
29.559999, 113.300003, -21070.000000, -23331.000000
30.030001, 113.180000, -21502.000000, -23190.000000
30.490000, 113.050003, -21923.000000, -23049.000000
30.959999, 112.910004, -22347.000000, -22903.000000
31.420000, 112.779999, -22761.000000, -22756.000000
31.889999, 112.639999, -23179.000000, -22604.000000
32.349998, 112.510002, -23587.000000, -22450.000000
32.820000, 112.370003, -23999.000000, -22291.000000
33.279999, 112.230003, -24400.000000, -22132.000000
33.750000, 112.089996, -24806.000000, -21966.000000
34.209999, 111.949997, -25200.000000, -21801.000000
34.669998, 111.809998, -25590.000000, -21634.000000
35.139999, 111.660004, -25982.000000, -21460.000000
35.599998, 111.519997, -26364.000000, -21287.000000
36.060001, 111.379997, -26742.000000, -21111.000000
36.529999, 111.230003, -27122.000000, -20929.000000
36.990002, 111.089996, -27493.000000, -20747.000000
37.450001, 110.940002, -27859.000000, -20562.000000
37.919998, 110.779999, -28228.000000, -20372.000000
38.380001, 110.629997, -28584.000000, -20183.000000
38.840000, 110.480003, -28936.000000, -19992.000000
39.299999, 110.320000, -29283.000000, -19798.000000
39.770000, 110.160004, -29625.000000, -19602.000000
40.230000, 110.010002, -29968.000000, -19401.000000
40.700001, 109.839996, -30302.000000, -19200.000000
41.160000, 109.680000, -30630.000000, -18996.000000
41.619999, 109.519997, -30954.000000, -18790.000000
42.080002, 109.349998, -31273.000000, -18583.000000
42.540001, 109.190002, -31585.000000, -18375.000000
43.000000, 109.019997, -31892.000000, -18165.000000
43.459999, 108.839996, -32193.000000, -17953.000000
43.919998, 108.669998, -32490.000000, -17740.000000
44.380001, 108.489998, -32781.000000, -17524.000000
44.840000, 108.309998, -33067.000000, -17307.000000
45.299999, 108.129997, -33348.000000, -17088.000000
45.770000, 107.949997, -33623.000000, -16867.000000
46.220001, 107.769997, -33887.000000, -16649.000000
46.680000, 107.580002, -34150.000000, -16428.000000
47.139999, 107.389999, -34407.000000, -16206.000000
47.599998, 107.199997, -34659.000000, -15982.000000
48.049999, 107.000000, -34900.000000, -15761.000000
48.520000, 106.800003, -35141.000000, -15536.000000
48.980000, 106.589996, -35375.000000, -15309.000000
49.430000, 106.389999, -35599.000000, -15085.000000
49.889999, 106.180000, -35822.000000, -14856.000000
50.340000, 105.970001, -36034.000000, -14632.000000
50.799999, 105.760002, -36245.000000, -14405.000000
51.259998, 105.540001, -36446.000000, -14181.000000
51.709999, 105.309998, -36641.000000, -13957.000000
52.169998, 105.089996, -36833.000000, -13730.000000
52.630001, 104.860001, -37017.000000, -13505.000000
53.080002, 104.629997, -37194.000000, -13281.000000
53.529999, 104.379997, -37365.000000, -13056.000000
53.990002, 104.139999, -37534.000000, -12827.000000
54.450001, 103.889999, -37694.000000, -12605.000000
54.900002, 103.639999, -37849.000000, -12383.000000
55.349998, 103.379997, -37997.000000, -12162.000000
55.799999, 103.120003, -38140.000000, -11942.000000
56.250000, 102.849998, -38275.000000, -11726.000000
56.700001, 102.580002, -38407.000000, -11507.000000
57.160000, 102.300003, -38532.000000, -11289.000000
57.610001, 102.010002, -38652.000000, -11071.000000
58.049999, 101.720001, -38764.000000, -10858.000000
58.509998, 101.419998, -38874.000000, -10645.000000
58.950001, 101.120003, -38976.000000, -10437.000000
59.400002, 100.800003, -39073.000000, -10231.000000
59.849998, 100.480003, -39167.000000, -10022.000000
60.299999, 100.160004, -39253.000000, -9819.000000
60.740002, 99.820000, -39334.000000, -9617.000000
61.189999, 99.480003, -39410.000000, -9416.000000
61.630001, 99.120003, -39480.000000, -9218.000000
62.080002, 98.760002, -39545.000000, -9021.000000
62.520000, 98.379997, -39607.000000, -8831.000000
62.959999, 98.000000, -39664.000000, -8641.000000
63.400002, 97.610001, -39716.000000, -8456.000000
63.840000, 97.199997, -39764.000000, -8270.000000
64.279999, 96.790001, -39806.000000, -8089.000000
64.720001, 96.360001, -39844.000000, -7911.000000
65.160004, 95.919998, -39877.000000, -7735.000000
65.589996, 95.459999, -39905.000000, -7561.000000
66.019997, 94.989998, -39929.000000, -7394.000000
66.459999, 94.510002, -39952.000000, -7227.000000
66.889999, 94.010002, -39970.000000, -7066.000000
67.320000, 93.489998, -39985.000000, -6908.000000
67.750000, 92.959999, -39996.000000, -6753.000000
68.180000, 92.410004, -40002.000000, -6601.000000
68.599998, 91.830002, -40005.000000, -6455.000000
69.019997, 91.230003, -40004.000000, -6311.000000
69.449997, 90.629997, -40000.000000, -6171.000000
69.870003, 89.980003, -39992.000000, -6034.000000
70.290001, 89.320000, -39983.000000, -5901.000000
70.699997, 88.629997, -39972.000000, -5775.000000
71.120003, 87.910004, -39958.000000, -5652.000000
71.519997, 87.160004, -39941.000000, -5535.000000
71.930000, 86.389999, -39922.000000, -5421.000000
72.339996, 85.580002, -39899.000000, -5311.000000
72.730003, 84.730003, -39875.000000, -5206.000000
73.129997, 83.849998, -39847.000000, -5106.000000
73.529999, 82.919998, -39818.000000, -5009.000000
73.919998, 81.959999, -39786.000000, -4919.000000
74.300003, 80.949997, -39754.000000, -4834.000000
74.690002, 79.889999, -39722.000000, -4754.000000
75.059998, 78.790001, -39688.000000, -4679.000000
75.440002, 77.629997, -39652.000000, -4608.000000
75.800003, 76.410004, -39614.000000, -4545.000000
76.160004, 75.129997, -39576.000000, -4486.000000
76.510002, 73.779999, -39536.000000, -4432.000000
76.860001, 72.370003, -39495.000000, -4383.000000
77.199997, 70.879997, -39452.000000, -4341.000000
77.519997, 69.330002, -39409.000000, -4304.000000
77.839996, 67.690002, -39365.000000, -4273.000000
78.160004, 65.959999, -39321.000000, -4247.000000
78.449997, 64.150002, -39278.000000, -4227.000000
78.739998, 62.240002, -39235.000000, -4212.000000
79.019997, 60.240002, -39190.000000, -4203.000000
79.279999, 58.139999, -39146.000000, -4197.000000
79.529999, 55.950001, -39102.000000, -4196.000000
79.769997, 53.650002, -39058.000000, -4199.000000
79.980003, 51.250000, -39014.000000, -4205.000000
80.180000, 48.750000, -38969.000000, -4217.000000
80.360001, 46.160000, -38925.000000, -4230.000000
80.519997, 43.470001, -38882.000000, -4244.000000
80.660004, 40.700001, -38839.000000, -4259.000000
80.779999, 37.849998, -38796.000000, -4276.000000
80.879997, 34.939999, -38755.000000, -4289.000000
80.949997, 31.969999, -38713.000000, -4304.000000
81.010002, 28.959999, -38673.000000, -4314.000000
81.029999, 25.920000, -38633.000000, -4324.000000
81.029999, 22.879999, -38593.000000, -4331.000000
81.010002, 19.840000, -38555.000000, -4335.000000
80.959999, 16.840000, -38517.000000, -4336.000000
80.889999, 13.860000, -38480.000000, -4333.000000
80.800003, 10.940000, -38445.000000, -4327.000000
80.680000, 8.080000, -38410.000000, -4320.000000
80.550003, 5.300000, -38378.000000, -4308.000000
80.379997, 2.590000, -38344.000000, -4298.000000
80.209999, 359.989990, -38314.000000, -4283.000000
80.010002, 357.480011, -38283.000000, -4271.000000
79.800003, 355.059998, -38254.000000, -4257.000000
79.559998, 352.750000, -38225.000000, -4245.000000
79.320000, 350.540009, -38199.000000, -4232.000000
79.050003, 348.429993, -38172.000000, -4223.000000
78.779999, 346.410004, -38148.000000, -4214.000000
78.489998, 344.489990, -38124.000000, -4208.000000
78.199997, 342.670013, -38101.000000, -4204.000000
77.889999, 340.929993, -38080.000000, -4200.000000
77.570000, 339.279999, -38059.000000, -4200.000000
77.239998, 337.709991, -38039.000000, -4203.000000
76.910004, 336.209991, -38020.000000, -4208.000000
76.559998, 334.790009, -38002.000000, -4217.000000
76.209999, 333.440002, -37985.000000, -4229.000000
75.849998, 332.149994, -37969.000000, -4244.000000
75.480003, 330.920013, -37953.000000, -4262.000000
75.120003, 329.750000, -37938.000000, -4281.000000
74.739998, 328.640015, -37924.000000, -4305.000000
74.360001, 327.579987, -37910.000000, -4332.000000
73.980003, 326.549988, -37897.000000, -4360.000000
73.589996, 325.589996, -37886.000000, -4392.000000
73.190002, 324.660004, -37874.000000, -4428.000000
72.790001, 323.769989, -37863.000000, -4466.000000
72.389999, 322.920013, -37852.000000, -4506.000000
71.980003, 322.100006, -37842.000000, -4549.000000
71.580002, 321.320007, -37832.000000, -4595.000000
71.169998, 320.570007, -37822.000000, -4643.000000
70.760002, 319.850006, -37811.000000, -4695.000000
70.339996, 319.160004, -37801.000000, -4749.000000
69.930000, 318.489990, -37792.000000, -4805.000000
69.510002, 317.839996, -37783.000000, -4864.000000
69.089996, 317.230011, -37774.000000, -4926.000000
68.660004, 316.630005, -37764.000000, -4990.000000
68.230003, 316.049988, -37754.000000, -5058.000000
67.809998, 315.500000, -37743.000000, -5125.000000
67.379997, 314.959991, -37732.000000, -5197.000000
66.949997, 314.440002, -37720.000000, -5271.000000
66.519997, 313.940002, -37706.000000, -5349.000000
66.089996, 313.450012, -37692.000000, -5427.000000
65.650002, 312.980011, -37679.000000, -5509.000000
65.220001, 312.519989, -37666.000000, -5591.000000
64.779999, 312.079987, -37651.000000, -5677.000000
64.339996, 311.649994, -37634.000000, -5765.000000
63.900002, 311.230011, -37615.000000, -5858.000000
63.459999, 310.829987, -37596.000000, -5950.000000
63.020000, 310.429993, -37576.000000, -6043.000000
62.580002, 310.049988, -37554.000000, -6141.000000
62.130001, 309.670013, -37530.000000, -6240.000000
61.700001, 309.309998, -37506.000000, -6340.000000
61.250000, 308.950012, -37481.000000, -6444.000000
60.799999, 308.609985, -37454.000000, -6549.000000
60.360001, 308.269989, -37425.000000, -6656.000000
59.910000, 307.950012, -37392.000000, -6767.000000
59.459999, 307.630005, -37359.000000, -6877.000000
59.020000, 307.299988, -37324.000000, -6988.000000
58.560001, 307.000000, -37286.000000, -7104.000000
58.119999, 306.700012, -37246.000000, -7219.000000
57.660000, 306.410004, -37204.000000, -7338.000000
57.220001, 306.130005, -37161.000000, -7458.000000
56.770000, 305.839996, -37115.000000, -7580.000000
56.310001, 305.570007, -37066.000000, -7704.000000
55.860001, 305.299988, -37015.000000, -7828.000000
55.410000, 305.040009, -36960.000000, -7955.000000
